Categorii de terenuri si specii de paduri, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii hectare, Valoare
Suprafata padurilor, Regiunea CENTRU, Anul 2004, Mii hectare, 1166.9
Suprafata padurilor, Regiunea CENTRU, Anul 2005, Mii hectare, 1171.2
Suprafata padurilor, Regiunea CENTRU, Anul 2006, Mii hectare, 1208
Suprafata padurilor, Regiunea CENTRU, Anul 2007, Mii hectare, 1233.8
Suprafata padurilor, Regiunea CENTRU, Anul 2008, Mii hectare, 1231.2
Suprafata padurilor, Regiunea CENTRU, Anul 2009, Mii hectare, 1235.4
Suprafata padurilor, Regiunea CENTRU, Anul 2010, Mii hectare, 1235.9
Suprafata padurilor, Regiunea CENTRU, Anul 2011, Mii hectare, 1240.4
Suprafata padurilor, Regiunea CENTRU, Anul 2012, Mii hectare, 1241
Suprafata padurilor, Regiunea CENTRU, Anul 2013, Mii hectare, 1244.3
Suprafata padurilor, Regiunea CENTRU, Anul 2014, Mii hectare, 1245
Suprafata padurilor, Regiunea CENTRU, Anul 2015, Mii hectare, 1243.5
Suprafata padurilor, Regiunea CENTRU, Anul 2016, Mii hectare, 1244.1
Suprafata padurilor, Regiunea CENTRU, Anul 2017, Mii hectare, 1243.4
Suprafata padurilor, Regiunea CENTRU, Anul 2018, Mii hectare, 1247.1
Suprafata padurilor, Regiunea CENTRU, Anul 2019, Mii hectare, 1248.4
Suprafata padurilor, Alba, Anul 1990, Mii hectare, 203.6
Suprafata padurilor, Alba, Anul 1991, Mii hectare, 203.7
Suprafata padurilor, Alba, Anul 1992, Mii hectare, 203.4
Suprafata padurilor, Alba, Anul 1993, Mii hectare, 203.3
Suprafata padurilor, Alba, Anul 1994, Mii hectare, 203.4
Suprafata padurilor, Alba, Anul 1995, Mii hectare, 203.7
Suprafata padurilor, Alba, Anul 1996, Mii hectare, 203.8
Suprafata padurilor, Alba, Anul 1997, Mii hectare, 203.7
Suprafata padurilor, Alba, Anul 1998, Mii hectare, 203.6
Suprafata padurilor, Alba, Anul 1999, Mii hectare, 203.4
Suprafata padurilor, Alba, Anul 2000, Mii hectare, 203.3
Suprafata padurilor, Alba, Anul 2001, Mii hectare, 203.2
Suprafata padurilor, Alba, Anul 2002, Mii hectare, 203.2
Suprafata padurilor, Alba, Anul 2003, Mii hectare, 202.3
Suprafata padurilor, Alba, Anul 2004, Mii hectare, 202.3
Suprafata padurilor, Alba, Anul 2005, Mii hectare, 202.2
Suprafata padurilor, Alba, Anul 2006, Mii hectare, 202.5
Suprafata padurilor, Alba, Anul 2007, Mii hectare, 202.9
Suprafata padurilor, Alba, Anul 2008, Mii hectare, 203.1
Suprafata padurilor, Alba, Anul 2009, Mii hectare, 201.9
Suprafata padurilor, Alba, Anul 2010, Mii hectare, 201.7
Suprafata padurilor, Alba, Anul 2011, Mii hectare, 202.3
Suprafata padurilor, Alba, Anul 2012, Mii hectare, 201.5
Suprafata padurilor, Alba, Anul 2013, Mii hectare, 201.5
Suprafata padurilor, Alba, Anul 2014, Mii hectare, 201.8
Suprafata padurilor, Alba, Anul 2015, Mii hectare, 199
Suprafata padurilor, Alba, Anul 2016, Mii hectare, 199.3
Suprafata padurilor, Alba, Anul 2017, Mii hectare, 199.6
Suprafata padurilor, Alba, Anul 2018, Mii hectare, 202.3
Suprafata padurilor, Alba, Anul 2019, Mii hectare, 202.4
Suprafata padurilor, Brasov, Anul 1990, Mii hectare, 187.7
Suprafata padurilor, Brasov, Anul 1991, Mii hectare, 187.8
Suprafata padurilor, Brasov, Anul 1992, Mii hectare, 188
Suprafata padurilor, Brasov, Anul 1993, Mii hectare, 188.1
Suprafata padurilor, Brasov, Anul 1994, Mii hectare, 187.9
Suprafata padurilor, Brasov, Anul 1995, Mii hectare, 187.4
Suprafata padurilor, Brasov, Anul 1996, Mii hectare, 187.5
Suprafata padurilor, Brasov, Anul 1997, Mii hectare, 187.3
Suprafata padurilor, Brasov, Anul 1998, Mii hectare, 187.4
Suprafata padurilor, Brasov, Anul 1999, Mii hectare, 187.4
Suprafata padurilor, Brasov, Anul 2000, Mii hectare, 187.3
Suprafata padurilor, Brasov, Anul 2001, Mii hectare, 187.5
Suprafata padurilor, Brasov, Anul 2002, Mii hectare, 188
Suprafata padurilor, Brasov, Anul 2003, Mii hectare, 187.6
Suprafata padurilor, Brasov, Anul 2004, Mii hectare, 187.5
Suprafata padurilor, Brasov, Anul 2005, Mii hectare, 187.5
Suprafata padurilor, Brasov, Anul 2006, Mii hectare, 194.8
Suprafata padurilor, Brasov, Anul 2007, Mii hectare, 199.5
Suprafata padurilor, Brasov, Anul 2008, Mii hectare, 199.9
Suprafata padurilor, Brasov, Anul 2009, Mii hectare, 201.2
Suprafata padurilor, Brasov, Anul 2010, Mii hectare, 201.5
Suprafata padurilor, Brasov, Anul 2011, Mii hectare, 201.6
Suprafata padurilor, Brasov, Anul 2012, Mii hectare, 201.9
Suprafata padurilor, Brasov, Anul 2013, Mii hectare, 202.2
Suprafata padurilor, Brasov, Anul 2014, Mii hectare, 202.1
Suprafata padurilor, Brasov, Anul 2015, Mii hectare, 202.2
Suprafata padurilor, Brasov, Anul 2016, Mii hectare, 202.2
Suprafata padurilor, Brasov, Anul 2017, Mii hectare, 202.2
Suprafata padurilor, Brasov, Anul 2018, Mii hectare, 202.2
Suprafata padurilor, Brasov, Anul 2019, Mii hectare, 202.4
Suprafata padurilor, Covasna, Anul 1990, Mii hectare, 160
Suprafata padurilor, Covasna, Anul 1991, Mii hectare, 160.1
Suprafata padurilor, Covasna, Anul 1992, Mii hectare, 160.5
Suprafata padurilor, Covasna, Anul 1993, Mii hectare, 159.9
Suprafata padurilor, Covasna, Anul 1994, Mii hectare, 160.1
Suprafata padurilor, Covasna, Anul 1995, Mii hectare, 160.2
Suprafata padurilor, Covasna, Anul 1996, Mii hectare, 159.2
Suprafata padurilor, Covasna, Anul 1997, Mii hectare, 158.8
Suprafata padurilor, Covasna, Anul 1998, Mii hectare, 158.1
Suprafata padurilor, Covasna, Anul 1999, Mii hectare, 157.9
Suprafata padurilor, Covasna, Anul 2000, Mii hectare, 158
Suprafata padurilor, Covasna, Anul 2001, Mii hectare, 158.3
Suprafata padurilor, Covasna, Anul 2002, Mii hectare, 158.8
Suprafata padurilor, Covasna, Anul 2003, Mii hectare, 159.7
Suprafata padurilor, Covasna, Anul 2004, Mii hectare, 159.1
Suprafata padurilor, Covasna, Anul 2005, Mii hectare, 159.3
Suprafata padurilor, Covasna, Anul 2006, Mii hectare, 160.5
Suprafata padurilor, Covasna, Anul 2007, Mii hectare, 170.5
Suprafata padurilor, Covasna, Anul 2008, Mii hectare, 160.1
Suprafata padurilor, Covasna, Anul 2009, Mii hectare, 166.3
Suprafata padurilor, Covasna, Anul 2010, Mii hectare, 165.5
Suprafata padurilor, Covasna, Anul 2011, Mii hectare, 168.5
Suprafata padurilor, Covasna, Anul 2012, Mii hectare, 168.5
Suprafata padurilor, Covasna, Anul 2013, Mii hectare, 169.6
Suprafata padurilor, Covasna, Anul 2014, Mii hectare, 169.6
Suprafata padurilor, Covasna, Anul 2015, Mii hectare, 169.6
Suprafata padurilor, Covasna, Anul 2016, Mii hectare, 169.7
Suprafata padurilor, Covasna, Anul 2017, Mii hectare, 169.7
Suprafata padurilor, Covasna, Anul 2018, Mii hectare, 169.7
Suprafata padurilor, Covasna, Anul 2019, Mii hectare, 169.8
Suprafata padurilor, Harghita, Anul 1990, Mii hectare, 228
Suprafata padurilor, Harghita, Anul 1991, Mii hectare, 228
Suprafata padurilor, Harghita, Anul 1992, Mii hectare, 228.1
Suprafata padurilor, Harghita, Anul 1993, Mii hectare, 228.1
Suprafata padurilor, Harghita, Anul 1994, Mii hectare, 227.6
Suprafata padurilor, Harghita, Anul 1995, Mii hectare, 228
Suprafata padurilor, Harghita, Anul 1996, Mii hectare, 227.1
Suprafata padurilor, Harghita, Anul 1997, Mii hectare, 226.3
Suprafata padurilor, Harghita, Anul 1998, Mii hectare, 225.2
Suprafata padurilor, Harghita, Anul 1999, Mii hectare, 225.2
Suprafata padurilor, Harghita, Anul 2000, Mii hectare, 225.5
Suprafata padurilor, Harghita, Anul 2001, Mii hectare, 226.2
Suprafata padurilor, Harghita, Anul 2002, Mii hectare, 221.6
Suprafata padurilor, Harghita, Anul 2003, Mii hectare, 225.7
Suprafata padurilor, Harghita, Anul 2004, Mii hectare, 228.3
Suprafata padurilor, Harghita, Anul 2005, Mii hectare, 231.6
Suprafata padurilor, Harghita, Anul 2006, Mii hectare, 259.5
Suprafata padurilor, Harghita, Anul 2007, Mii hectare, 261.6
Suprafata padurilor, Harghita, Anul 2008, Mii hectare, 259
Suprafata padurilor, Harghita, Anul 2009, Mii hectare, 258
Suprafata padurilor, Harghita, Anul 2010, Mii hectare, 257.2
Suprafata padurilor, Harghita, Anul 2011, Mii hectare, 257.3
Suprafata padurilor, Harghita, Anul 2012, Mii hectare, 257.8
Suprafata padurilor, Harghita, Anul 2013, Mii hectare, 259.4
Suprafata padurilor, Harghita, Anul 2014, Mii hectare, 260.1
Suprafata padurilor, Harghita, Anul 2015, Mii hectare, 260.5
Suprafata padurilor, Harghita, Anul 2016, Mii hectare, 260.6
Suprafata padurilor, Harghita, Anul 2017, Mii hectare, 260.8
Suprafata padurilor, Harghita, Anul 2018, Mii hectare, 260.2
Suprafata padurilor, Harghita, Anul 2019, Mii hectare, 260.2
Suprafata padurilor, Mures, Anul 1990, Mii hectare, 206.3
Suprafata padurilor, Mures, Anul 1991, Mii hectare, 206.5
Suprafata padurilor, Mures, Anul 1992, Mii hectare, 206.5
Suprafata padurilor, Mures, Anul 1993, Mii hectare, 206.3
Suprafata padurilor, Mures, Anul 1994, Mii hectare, 206.6
Suprafata padurilor, Mures, Anul 1995, Mii hectare, 206.7
Suprafata padurilor, Mures, Anul 1996, Mii hectare, 206.7
Suprafata padurilor, Mures, Anul 1997, Mii hectare, 206.2
Suprafata padurilor, Mures, Anul 1998, Mii hectare, 206.1
Suprafata padurilor, Mures, Anul 1999, Mii hectare, 205.8
Suprafata padurilor, Mures, Anul 2000, Mii hectare, 205.6
Suprafata padurilor, Mures, Anul 2001, Mii hectare, 206
Suprafata padurilor, Mures, Anul 2002, Mii hectare, 206
Suprafata padurilor, Mures, Anul 2003, Mii hectare, 206
Suprafata padurilor, Mures, Anul 2004, Mii hectare, 206
Suprafata padurilor, Mures, Anul 2005, Mii hectare, 206.3
Suprafata padurilor, Mures, Anul 2006, Mii hectare, 206.4
Suprafata padurilor, Mures, Anul 2007, Mii hectare, 206.3
Suprafata padurilor, Mures, Anul 2008, Mii hectare, 221.4
Suprafata padurilor, Mures, Anul 2009, Mii hectare, 216
Suprafata padurilor, Mures, Anul 2010, Mii hectare, 216.3
Suprafata padurilor, Mures, Anul 2011, Mii hectare, 216.7
Suprafata padurilor, Mures, Anul 2012, Mii hectare, 216.8
Suprafata padurilor, Mures, Anul 2013, Mii hectare, 216.2
Suprafata padurilor, Mures, Anul 2014, Mii hectare, 215.2
Suprafata padurilor, Mures, Anul 2015, Mii hectare, 215.7
Suprafata padurilor, Mures, Anul 2016, Mii hectare, 215.9
Suprafata padurilor, Mures, Anul 2017, Mii hectare, 213.4
Suprafata padurilor, Mures, Anul 2018, Mii hectare, 213.6
Suprafata padurilor, Mures, Anul 2019, Mii hectare, 214.1
Suprafata padurilor, Sibiu, Anul 1990, Mii hectare, 184.1
Suprafata padurilor, Sibiu, Anul 1991, Mii hectare, 184.3
Suprafata padurilor, Sibiu, Anul 1992, Mii hectare, 184.6
Suprafata padurilor, Sibiu, Anul 1993, Mii hectare, 184.5
Suprafata padurilor, Sibiu, Anul 1994, Mii hectare, 184.6
Suprafata padurilor, Sibiu, Anul 1995, Mii hectare, 184.2
Suprafata padurilor, Sibiu, Anul 1996, Mii hectare, 184.5
Suprafata padurilor, Sibiu, Anul 1997, Mii hectare, 184.5
Suprafata padurilor, Sibiu, Anul 1998, Mii hectare, 184.4
Suprafata padurilor, Sibiu, Anul 1999, Mii hectare, 184.5
Suprafata padurilor, Sibiu, Anul 2000, Mii hectare, 184.3
Suprafata padurilor, Sibiu, Anul 2001, Mii hectare, 184.2
Suprafata padurilor, Sibiu, Anul 2002, Mii hectare, 184.4
Suprafata padurilor, Sibiu, Anul 2003, Mii hectare, 184.4
Suprafata padurilor, Sibiu, Anul 2004, Mii hectare, 183.7
Suprafata padurilor, Sibiu, Anul 2005, Mii hectare, 184.3
Suprafata padurilor, Sibiu, Anul 2006, Mii hectare, 184.3
Suprafata padurilor, Sibiu, Anul 2007, Mii hectare, 193
Suprafata padurilor, Sibiu, Anul 2008, Mii hectare, 187.7
Suprafata padurilor, Sibiu, Anul 2009, Mii hectare, 192
Suprafata padurilor, Sibiu, Anul 2010, Mii hectare, 193.7
Suprafata padurilor, Sibiu, Anul 2011, Mii hectare, 194
Suprafata padurilor, Sibiu, Anul 2012, Mii hectare, 194.5
Suprafata padurilor, Sibiu, Anul 2013, Mii hectare, 195.4
Suprafata padurilor, Sibiu, Anul 2014, Mii hectare, 196.2
Suprafata padurilor, Sibiu, Anul 2015, Mii hectare, 196.5
Suprafata padurilor, Sibiu, Anul 2016, Mii hectare, 196.4
Suprafata padurilor, Sibiu, Anul 2017, Mii hectare, 197.7
Suprafata padurilor, Sibiu, Anul 2018, Mii hectare, 199.1
Suprafata padurilor, Sibiu, Anul 2019, Mii hectare, 199.5
Suprafata padurilor, MACROREGIUNEA DOI, Anul 1990, Mii hectare, 1687.8
Suprafata padurilor, MACROREGIUNEA DOI, Anul 1991, Mii hectare, 1686.9
Suprafata padurilor, MACROREGIUNEA DOI, Anul 1992, Mii hectare, 1686.9
Suprafata padurilor, MACROREGIUNEA DOI, Anul 1993, Mii hectare, 1685.8
Suprafata padurilor, MACROREGIUNEA DOI, Anul 1994, Mii hectare, 1687
Suprafata padurilor, MACROREGIUNEA DOI, Anul 1995, Mii hectare, 1685.8
Suprafata padurilor, MACROREGIUNEA DOI, Anul 1996, Mii hectare, 1683.2
Suprafata padurilor, MACROREGIUNEA DOI, Anul 1997, Mii hectare, 1680.5
Suprafata padurilor, MACROREGIUNEA DOI, Anul 1998, Mii hectare, 1677.7
Suprafata padurilor, MACROREGIUNEA DOI, Anul 1999, Mii hectare, 1675.4
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2000, Mii hectare, 1673.8
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2001, Mii hectare, 1673.4
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2002, Mii hectare, 1679
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2003, Mii hectare, 1675.8
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2004, Mii hectare, 1676.2
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2005, Mii hectare, 1680.4
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2006, Mii hectare, 1672.7
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2007, Mii hectare, 1679.9
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2008, Mii hectare, 1667.2
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2009, Mii hectare, 1680.3
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2010, Mii hectare, 1681
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2011, Mii hectare, 1680.2
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2012, Mii hectare, 1683.9
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2013, Mii hectare, 1681.4
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2014, Mii hectare, 1683.1
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2015, Mii hectare, 1688.3
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2016, Mii hectare, 1692.3
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2017, Mii hectare, 1694.3
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2018, Mii hectare, 1696.2
Suprafata padurilor, MACROREGIUNEA DOI, Anul 2019, Mii hectare, 1698.2
Suprafata padurilor, Regiunea NORD-EST, Anul 1990, Mii hectare, 1168
Suprafata padurilor, Regiunea NORD-EST, Anul 1991, Mii hectare, 1168.7
Suprafata padurilor, Regiunea NORD-EST, Anul 1992, Mii hectare, 1168.1
Suprafata padurilor, Regiunea NORD-EST, Anul 1993, Mii hectare, 1168.6
Suprafata padurilor, Regiunea NORD-EST, Anul 1994, Mii hectare, 1168.6
Suprafata padurilor, Regiunea NORD-EST, Anul 1995, Mii hectare, 1167.3
Suprafata padurilor, Regiunea NORD-EST, Anul 1996, Mii hectare, 1166.3
Suprafata padurilor, Regiunea NORD-EST, Anul 1997, Mii hectare, 1165.9
Suprafata padurilor, Regiunea NORD-EST, Anul 1998, Mii hectare, 1165.1
Suprafata padurilor, Regiunea NORD-EST, Anul 1999, Mii hectare, 1161.8
Suprafata padurilor, Regiunea NORD-EST, Anul 2000, Mii hectare, 1160.4
Suprafata padurilor, Regiunea NORD-EST, Anul 2001, Mii hectare, 1159.6
Suprafata padurilor, Regiunea NORD-EST, Anul 2002, Mii hectare, 1159.7
Suprafata padurilor, Regiunea NORD-EST, Anul 2003, Mii hectare, 1161.9
Suprafata padurilor, Regiunea NORD-EST, Anul 2004, Mii hectare, 1159.4
Suprafata padurilor, Regiunea NORD-EST, Anul 2005, Mii hectare, 1163.6
Suprafata padurilor, Regiunea NORD-EST, Anul 2006, Mii hectare, 1160.5
Suprafata padurilor, Regiunea NORD-EST, Anul 2007, Mii hectare, 1158.4
Suprafata padurilor, Regiunea NORD-EST, Anul 2008, Mii hectare, 1150.7
Suprafata padurilor, Regiunea NORD-EST, Anul 2009, Mii hectare, 1159.1
Suprafata padurilor, Regiunea NORD-EST, Anul 2010, Mii hectare, 1160.4
Suprafata padurilor, Regiunea NORD-EST, Anul 2011, Mii hectare, 1162.2
Suprafata padurilor, Regiunea NORD-EST, Anul 2012, Mii hectare, 1163.1
Suprafata padurilor, Regiunea NORD-EST, Anul 2013, Mii hectare, 1163.2
Suprafata padurilor, Regiunea NORD-EST, Anul 2014, Mii hectare, 1164.7
Suprafata padurilor, Regiunea NORD-EST, Anul 2015, Mii hectare, 1166.9
Suprafata padurilor, Regiunea NORD-EST, Anul 2016, Mii hectare, 1169.2
Suprafata padurilor, Regiunea NORD-EST, Anul 2017, Mii hectare, 1170.2
Suprafata padurilor, Regiunea NORD-EST, Anul 2018, Mii hectare, 1172.2
Suprafata padurilor, Regiunea NORD-EST, Anul 2019, Mii hectare, 1172.1
Suprafata padurilor, Bacau, Anul 1990, Mii hectare, 263.9
Suprafata padurilor, Bacau, Anul 1991, Mii hectare, 263.7
Suprafata padurilor, Bacau, Anul 1992, Mii hectare, 281.5
Suprafata padurilor, Bacau, Anul 1993, Mii hectare, 264.1
Suprafata padurilor, Bacau, Anul 1994, Mii hectare, 263.7
Suprafata padurilor, Bacau, Anul 1995, Mii hectare, 263.3
Suprafata padurilor, Bacau, Anul 1996, Mii hectare, 262
Suprafata padurilor, Bacau, Anul 1997, Mii hectare, 262.3
Suprafata padurilor, Bacau, Anul 1998, Mii hectare, 262.2
Suprafata padurilor, Bacau, Anul 1999, Mii hectare, 262.4
Suprafata padurilor, Bacau, Anul 2000, Mii hectare, 261.9
Suprafata padurilor, Bacau, Anul 2001, Mii hectare, 261.7
Suprafata padurilor, Bacau, Anul 2002, Mii hectare, 262.2
Suprafata padurilor, Bacau, Anul 2003, Mii hectare, 265.9
Suprafata padurilor, Bacau, Anul 2004, Mii hectare, 266.9
Suprafata padurilor, Bacau, Anul 2005, Mii hectare, 266.2
Suprafata padurilor, Bacau, Anul 2006, Mii hectare, 263
Suprafata padurilor, Bacau, Anul 2007, Mii hectare, 262.9
Suprafata padurilor, Bacau, Anul 2008, Mii hectare, 263.6
Suprafata padurilor, Bacau, Anul 2009, Mii hectare, 263.3
Suprafata padurilor, Bacau, Anul 2010, Mii hectare, 264.4
Suprafata padurilor, Bacau, Anul 2011, Mii hectare, 264.7
Suprafata padurilor, Bacau, Anul 2012, Mii hectare, 265.1
Suprafata padurilor, Bacau, Anul 2013, Mii hectare, 265.3
Suprafata padurilor, Bacau, Anul 2014, Mii hectare, 265.1
Suprafata padurilor, Bacau, Anul 2015, Mii hectare, 264.8
Suprafata padurilor, Bacau, Anul 2016, Mii hectare, 265
Suprafata padurilor, Bacau, Anul 2017, Mii hectare, 265.2
Suprafata padurilor, Bacau, Anul 2018, Mii hectare, 266.4
Suprafata padurilor, Bacau, Anul 2019, Mii hectare, 266.8
Suprafata padurilor, Botosani, Anul 1990, Mii hectare, 54.8
Suprafata padurilor, Botosani, Anul 1991, Mii hectare, 54.8
Suprafata padurilor, Botosani, Anul 1992, Mii hectare, 54.7
Suprafata padurilor, Botosani, Anul 1993, Mii hectare, 54.6
Suprafata padurilor, Botosani, Anul 1994, Mii hectare, 54.6
Suprafata padurilor, Botosani, Anul 1995, Mii hectare, 54.4
Suprafata padurilor, Botosani, Anul 1996, Mii hectare, 54.4
Suprafata padurilor, Botosani, Anul 1997, Mii hectare, 54.4
Suprafata padurilor, Botosani, Anul 1998, Mii hectare, 54.5
Suprafata padurilor, Botosani, Anul 1999, Mii hectare, 54.3
Suprafata padurilor, Botosani, Anul 2000, Mii hectare, 54.4
Suprafata padurilor, Botosani, Anul 2001, Mii hectare, 54.2
Suprafata padurilor, Botosani, Anul 2002, Mii hectare, 54.4
Suprafata padurilor, Botosani, Anul 2003, Mii hectare, 54.6
Suprafata padurilor, Botosani, Anul 2004, Mii hectare, 54.7
Suprafata padurilor, Botosani, Anul 2005, Mii hectare, 54.7
Suprafata padurilor, Botosani, Anul 2006, Mii hectare, 54.8
Suprafata padurilor, Botosani, Anul 2007, Mii hectare, 54.7
Suprafata padurilor, Botosani, Anul 2008, Mii hectare, 54.9
Suprafata padurilor, Botosani, Anul 2009, Mii hectare, 54.9
Suprafata padurilor, Botosani, Anul 2010, Mii hectare, 55
Suprafata padurilor, Botosani, Anul 2011, Mii hectare, 55.2
Suprafata padurilor, Botosani, Anul 2012, Mii hectare, 55.1
Suprafata padurilor, Botosani, Anul 2013, Mii hectare, 55.1
Suprafata padurilor, Botosani, Anul 2014, Mii hectare, 55.5
Suprafata padurilor, Botosani, Anul 2015, Mii hectare, 55.7
Suprafata padurilor, Botosani, Anul 2016, Mii hectare, 55.8
Suprafata padurilor, Botosani, Anul 2017, Mii hectare, 55.9
Suprafata padurilor, Botosani, Anul 2018, Mii hectare, 55.9
Suprafata padurilor, Botosani, Anul 2019, Mii hectare, 55.9
Suprafata padurilor, Iasi, Anul 1990, Mii hectare, 95
Suprafata padurilor, Iasi, Anul 1991, Mii hectare, 95.1
Suprafata padurilor, Iasi, Anul 1992, Mii hectare, 94.8
Suprafata padurilor, Iasi, Anul 1993, Mii hectare, 95
Suprafata padurilor, Iasi, Anul 1994, Mii hectare, 95.1
Suprafata padurilor, Iasi, Anul 1995, Mii hectare, 95
Suprafata padurilor, Iasi, Anul 1996, Mii hectare, 95
Suprafata padurilor, Iasi, Anul 1997, Mii hectare, 94.7
Suprafata padurilor, Iasi, Anul 1998, Mii hectare, 94.1
Suprafata padurilor, Iasi, Anul 1999, Mii hectare, 94.1
Suprafata padurilor, Iasi, Anul 2000, Mii hectare, 94.4
Suprafata padurilor, Iasi, Anul 2001, Mii hectare, 94.3
Suprafata padurilor, Iasi, Anul 2002, Mii hectare, 94.2
Suprafata padurilor, Iasi, Anul 2003, Mii hectare, 94.3
Suprafata padurilor, Iasi, Anul 2004, Mii hectare, 94.7
Suprafata padurilor, Iasi, Anul 2005, Mii hectare, 94.9
Suprafata padurilor, Iasi, Anul 2006, Mii hectare, 95
Suprafata padurilor, Iasi, Anul 2007, Mii hectare, 94.9
Suprafata padurilor, Iasi, Anul 2008, Mii hectare, 95.6
Suprafata padurilor, Iasi, Anul 2009, Mii hectare, 95.2
Suprafata padurilor, Iasi, Anul 2010, Mii hectare, 95.2
Suprafata padurilor, Iasi, Anul 2011, Mii hectare, 95.2
Suprafata padurilor, Iasi, Anul 2012, Mii hectare, 95.1
Suprafata padurilor, Iasi, Anul 2013, Mii hectare, 95
Suprafata padurilor, Iasi, Anul 2014, Mii hectare, 94.6
Suprafata padurilor, Iasi, Anul 2015, Mii hectare, 94.8
Suprafata padurilor, Iasi, Anul 2016, Mii hectare, 94.9
Suprafata padurilor, Iasi, Anul 2017, Mii hectare, 95.1
Suprafata padurilor, Iasi, Anul 2018, Mii hectare, 95.1
Suprafata padurilor, Iasi, Anul 2019, Mii hectare, 95
Suprafata padurilor, Neamt, Anul 1990, Mii hectare, 256.7
Suprafata padurilor, Neamt, Anul 1991, Mii hectare, 257.2
Suprafata padurilor, Neamt, Anul 1992, Mii hectare, 239.6
Suprafata padurilor, Neamt, Anul 1993, Mii hectare, 257.3
Suprafata padurilor, Neamt, Anul 1994, Mii hectare, 257.4
Suprafata padurilor, Neamt, Anul 1995, Mii hectare, 257.2
Suprafata padurilor, Neamt, Anul 1996, Mii hectare, 257.2
Suprafata padurilor, Neamt, Anul 1997, Mii hectare, 257.2
